series,test,start,end,hours,min,max,before,after,classification
rain_lenggries,frozen,2020-02-18 00:00:00+00:00,2020-02-19 11:00:00+00:00,36,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-02-19 20:00:00+00:00,2020-02-21 02:00:00+00:00,31,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-02-21 06:00:00+00:00,2020-02-23 05:00:00+00:00,48,0.0,0.0,0.4,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-02-24 13:00:00+00:00,2020-02-25 22:00:00+00:00,34,0.0,0.0,0.2,0.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-02-28 12:00:00+00:00,2020-03-01 04:00:00+00:00,41,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-03-04 07:00:00+00:00,2020-03-05 14:00:00+00:00,32,0.0,0.0,0.8,0.8,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-03-11 01:00:00+00:00,2020-03-13 02:00:00+00:00,50,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-03-13 11:00:00+00:00,2020-03-20 17:00:00+00:00,175,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-03-21 12:00:00+00:00,2020-03-29 16:00:00+00:00,197,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-03-30 06:00:00+00:00,2020-04-13 13:00:00+00:00,344,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-04-14 02:00:00+00:00,2020-04-19 01:00:00+00:00,120,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-04-19 03:00:00+00:00,2020-04-27 01:00:00+00:00,191,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-04-27 08:00:00+00:00,2020-04-28 13:00:00+00:00,30,0.0,0.0,0.1,4.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-04-29 16:00:00+00:00,2020-04-30 15:00:00+00:00,24,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-02 23:00:00+00:00,2020-05-04 00:00:00+00:00,26,0.0,0.0,0.7,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-05 20:00:00+00:00,2020-05-10 04:00:00+00:00,105,0.0,0.0,0.6,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-10 10:00:00+00:00,2020-05-11 14:00:00+00:00,29,0.0,0.0,0.5,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-12 05:00:00+00:00,2020-05-13 05:00:00+00:00,25,0.0,0.0,0.5,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-15 16:00:00+00:00,2020-05-20 03:00:00+00:00,108,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-20 05:00:00+00:00,2020-05-23 13:00:00+00:00,81,0.0,0.0,0.4,9.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-26 01:00:00+00:00,2020-05-28 11:00:00+00:00,59,0.0,0.0,0.4,1.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-05-28 23:00:00+00:00,2020-06-03 15:00:00+00:00,137,0.0,0.0,1.2,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-06-05 09:00:00+00:00,2020-06-06 15:00:00+00:00,31,0.0,0.0,0.5,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-06-11 03:00:00+00:00,2020-06-13 20:00:00+00:00,66,0.0,0.0,1.4,0.8,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-06-16 16:00:00+00:00,2020-06-17 15:00:00+00:00,24,0.0,0.0,0.1,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-06-17 20:00:00+00:00,2020-06-18 23:00:00+00:00,28,0.0,0.0,0.9,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-06-21 14:00:00+00:00,2020-06-25 15:00:00+00:00,98,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-06-29 14:00:00+00:00,2020-07-01 15:00:00+00:00,50,0.0,0.0,3.1,3.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-03 09:00:00+00:00,2020-07-06 14:00:00+00:00,78,0.0,0.0,0.5,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-06 21:00:00+00:00,2020-07-10 15:00:00+00:00,91,0.0,0.0,0.2,3.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-11 17:00:00+00:00,2020-07-15 13:00:00+00:00,93,0.0,0.0,0.1,2.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-17 22:00:00+00:00,2020-07-21 15:00:00+00:00,90,0.0,0.0,5.3,2.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-21 22:00:00+00:00,2020-07-23 02:00:00+00:00,29,0.0,0.0,0.1,5.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-25 07:00:00+00:00,2020-07-26 06:00:00+00:00,24,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-26 23:00:00+00:00,2020-07-28 15:00:00+00:00,41,0.0,0.0,0.1,1.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-07-29 05:00:00+00:00,2020-08-01 18:00:00+00:00,86,0.0,0.0,0.1,3.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-08-04 19:00:00+00:00,2020-08-13 08:00:00+00:00,206,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-08-15 06:00:00+00:00,2020-08-16 13:00:00+00:00,32,0.0,0.0,0.1,0.8,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-08-19 09:00:00+00:00,2020-08-22 12:00:00+00:00,76,0.0,0.0,0.1,6.8,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-08-22 18:00:00+00:00,2020-08-28 17:00:00+00:00,144,0.0,0.0,0.5,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-08-30 16:00:00+00:00,2020-08-31 16:00:00+00:00,25,0.0,0.0,4.0,2.0,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-09-02 17:00:00+00:00,2020-09-05 19:00:00+00:00,75,0.0,0.0,0.2,1.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-09-07 03:00:00+00:00,2020-09-20 23:00:00+00:00,333,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-09-21 16:00:00+00:00,2020-09-22 15:00:00+00:00,24,0.0,0.0,1.0,25.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-09-22 19:00:00+00:00,2020-09-24 21:00:00+00:00,51,0.0,0.0,0.5,1.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-09-26 20:00:00+00:00,2020-09-28 06:00:00+00:00,35,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-09-29 18:00:00+00:00,2020-10-03 10:00:00+00:00,89,0.0,0.0,0.4,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-03 17:00:00+00:00,2020-10-05 05:00:00+00:00,37,0.0,0.0,0.6,1.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-08 05:00:00+00:00,2020-10-10 09:00:00+00:00,53,0.0,0.0,0.3,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-13 06:00:00+00:00,2020-10-15 15:00:00+00:00,58,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-17 22:00:00+00:00,2020-10-23 00:00:00+00:00,123,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-24 12:00:00+00:00,2020-10-26 11:00:00+00:00,48,0.0,0.0,1.5,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-27 10:00:00+00:00,2020-10-29 00:00:00+00:00,39,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-10-30 05:00:00+00:00,2020-11-01 13:00:00+00:00,57,0.0,0.0,0.2,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-11-02 00:00:00+00:00,2020-11-03 07:00:00+00:00,32,0.0,0.0,0.1,0.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-11-04 02:00:00+00:00,2020-11-16 03:00:00+00:00,290,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-11-16 17:00:00+00:00,2020-11-19 14:00:00+00:00,70,0.0,0.0,0.3,0.8,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-11-21 01:00:00+00:00,2020-12-01 11:00:00+00:00,251,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-01 20:00:00+00:00,2020-12-05 10:00:00+00:00,87,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-07 08:00:00+00:00,2020-12-09 06:00:00+00:00,47,0.0,0.0,0.3,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-09 20:00:00+00:00,2020-12-12 23:00:00+00:00,76,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-13 16:00:00+00:00,2020-12-21 21:00:00+00:00,198,0.0,0.0,0.8,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-22 22:00:00+00:00,2020-12-24 04:00:00+00:00,31,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-25 22:00:00+00:00,2020-12-28 15:00:00+00:00,66,0.0,0.0,0.3,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-28 19:00:00+00:00,2020-12-30 17:00:00+00:00,47,0.0,0.0,0.3,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2020-12-30 20:00:00+00:00,2021-01-06 00:00:00+00:00,149,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-01-07 05:00:00+00:00,2021-01-12 16:00:00+00:00,132,0.0,0.0,0.1,1.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-01-14 12:00:00+00:00,2021-01-16 00:00:00+00:00,37,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-01-18 14:00:00+00:00,2021-01-23 02:00:00+00:00,109,0.0,0.0,0.1,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-01-23 11:00:00+00:00,2021-01-25 12:00:00+00:00,50,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-01-31 09:00:00+00:00,2021-02-01 09:00:00+00:00,25,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-02-03 22:00:00+00:00,2021-02-07 16:00:00+00:00,91,0.0,0.0,0.3,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-02-08 05:00:00+00:00,2021-02-09 09:00:00+00:00,29,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-02-09 11:00:00+00:00,2021-02-10 11:00:00+00:00,25,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-02-11 04:00:00+00:00,2021-02-15 21:00:00+00:00,114,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-02-17 08:00:00+00:00,2021-02-26 22:00:00+00:00,231,0.0,0.0,0.5,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-02-27 06:00:00+00:00,2021-03-04 22:00:00+00:00,137,0.0,0.0,0.3,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-05 21:00:00+00:00,2021-03-07 13:00:00+00:00,41,0.0,0.0,0.4,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-08 03:00:00+00:00,2021-03-10 02:00:00+00:00,48,0.0,0.0,2.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-10 13:00:00+00:00,2021-03-11 20:00:00+00:00,32,0.0,0.0,0.1,3.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-12 08:00:00+00:00,2021-03-13 20:00:00+00:00,37,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-20 13:00:00+00:00,2021-03-21 12:00:00+00:00,24,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-22 23:00:00+00:00,2021-03-27 08:00:00+00:00,106,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-03-27 11:00:00+00:00,2021-04-01 18:00:00+00:00,128,0.0,0.0,0.3,1.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-04-01 21:00:00+00:00,2021-04-03 07:00:00+00:00,35,0.0,0.0,1.0,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-04-03 15:00:00+00:00,2021-04-05 18:00:00+00:00,52,0.0,0.0,0.2,1.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-04-08 03:00:00+00:00,2021-04-12 05:00:00+00:00,99,0.0,0.0,0.1,0.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-04-14 09:00:00+00:00,2021-04-19 13:00:00+00:00,125,0.0,0.0,0.3,1.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-04-20 08:00:00+00:00,2021-04-22 05:00:00+00:00,46,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-04-22 17:00:00+00:00,2021-04-29 15:00:00+00:00,167,0.0,0.0,0.3,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-03 11:00:00+00:00,2021-05-05 10:00:00+00:00,48,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-05 14:00:00+00:00,2021-05-06 15:00:00+00:00,26,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-07 21:00:00+00:00,2021-05-11 21:00:00+00:00,97,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-13 17:00:00+00:00,2021-05-14 19:00:00+00:00,27,0.0,0.0,1.6,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-20 13:00:00+00:00,2021-05-21 23:00:00+00:00,35,0.0,0.0,0.3,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-23 11:00:00+00:00,2021-05-24 16:00:00+00:00,30,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-25 08:00:00+00:00,2021-05-26 23:00:00+00:00,40,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-27 17:00:00+00:00,2021-05-30 05:00:00+00:00,61,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-05-30 07:00:00+00:00,2021-06-02 07:00:00+00:00,73,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-06-02 09:00:00+00:00,2021-06-04 18:00:00+00:00,58,0.0,0.0,0.3,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-06-07 21:00:00+00:00,2021-06-09 12:00:00+00:00,40,0.0,0.0,0.3,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-06-10 22:00:00+00:00,2021-06-12 19:00:00+00:00,46,0.0,0.0,0.5,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-06-13 07:00:00+00:00,2021-06-21 21:00:00+00:00,207,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-06-25 22:00:00+00:00,2021-06-27 16:00:00+00:00,43,0.0,0.0,0.2,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-06-28 02:00:00+00:00,2021-06-29 05:00:00+00:00,28,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-01 21:00:00+00:00,2021-07-03 19:00:00+00:00,47,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-04 23:00:00+00:00,2021-07-06 21:00:00+00:00,47,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-09 12:00:00+00:00,2021-07-10 19:00:00+00:00,32,0.0,0.0,0.2,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-11 15:00:00+00:00,2021-07-13 12:00:00+00:00,46,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-15 21:00:00+00:00,2021-07-16 20:00:00+00:00,24,0.0,0.0,0.1,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-20 07:00:00+00:00,2021-07-24 08:00:00+00:00,98,0.0,0.0,,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-25 18:00:00+00:00,2021-07-26 17:00:00+00:00,24,0.0,0.0,0.4,7.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-26 20:00:00+00:00,2021-07-28 02:00:00+00:00,31,0.0,0.0,3.4,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-07-28 17:00:00+00:00,2021-07-30 04:00:00+00:00,36,0.0,0.0,0.4,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-08-01 23:00:00+00:00,2021-08-03 14:00:00+00:00,40,0.0,0.0,0.1,6.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-08-06 10:00:00+00:00,2021-08-07 16:00:00+00:00,31,0.0,0.0,0.5,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-08-08 19:00:00+00:00,2021-08-13 07:00:00+00:00,109,0.0,0.0,2.5,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-08-13 09:00:00+00:00,2021-08-15 14:00:00+00:00,54,0.0,0.0,0.2,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-08-18 07:00:00+00:00,2021-08-22 03:00:00+00:00,93,0.0,0.0,0.1,14.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-08-24 20:00:00+00:00,2021-08-26 11:00:00+00:00,40,0.0,0.0,0.8,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-01 04:00:00+00:00,2021-09-09 14:00:00+00:00,203,0.0,0.0,0.8,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-09 16:00:00+00:00,2021-09-11 00:00:00+00:00,33,0.0,0.0,0.1,2.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-11 06:00:00+00:00,2021-09-15 18:00:00+00:00,109,0.0,0.0,0.1,20.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-17 09:00:00+00:00,2021-09-19 14:00:00+00:00,54,0.0,0.0,0.2,1.0,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-20 09:00:00+00:00,2021-09-22 12:00:00+00:00,52,0.0,0.0,0.1,,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-23 12:00:00+00:00,2021-09-26 17:00:00+00:00,78,0.0,0.0,,6.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-27 04:00:00+00:00,2021-09-28 03:00:00+00:00,24,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-09-30 05:00:00+00:00,2021-10-05 02:00:00+00:00,118,0.0,0.0,0.1,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-10-07 12:00:00+00:00,2021-10-12 02:00:00+00:00,111,0.0,0.0,0.2,0.4,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-10-13 21:00:00+00:00,2021-10-21 07:00:00+00:00,179,0.0,0.0,1.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-10-21 11:00:00+00:00,2021-11-01 11:00:00+00:00,265,0.0,0.0,0.2,1.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-11-02 18:00:00+00:00,2021-11-03 17:00:00+00:00,24,0.0,0.0,0.7,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-11-04 11:00:00+00:00,2021-11-05 21:00:00+00:00,35,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-11-05 23:00:00+00:00,2021-11-07 22:00:00+00:00,48,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-11-08 07:00:00+00:00,2021-11-13 16:00:00+00:00,130,0.0,0.0,0.1,0.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-11-14 09:00:00+00:00,2021-11-22 12:00:00+00:00,196,0.0,0.0,0.4,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-11-22 19:00:00+00:00,2021-11-26 14:00:00+00:00,92,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-12-13 08:00:00+00:00,2021-12-23 22:00:00+00:00,255,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-12-26 18:00:00+00:00,2021-12-27 21:00:00+00:00,28,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2021-12-30 12:00:00+00:00,2022-01-04 07:00:00+00:00,116,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-01-06 14:00:00+00:00,2022-01-08 09:00:00+00:00,44,0.0,0.0,0.1,1.0,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-01-11 01:00:00+00:00,2022-01-17 01:00:00+00:00,145,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-01-18 08:00:00+00:00,2022-01-20 03:00:00+00:00,44,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-01-23 04:00:00+00:00,2022-01-27 22:00:00+00:00,115,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-01-28 15:00:00+00:00,2022-01-30 00:00:00+00:00,34,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-03 07:00:00+00:00,2022-02-05 02:00:00+00:00,44,0.0,0.0,0.2,1.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-05 06:00:00+00:00,2022-02-06 20:00:00+00:00,39,0.0,0.0,0.9,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-07 15:00:00+00:00,2022-02-11 04:00:00+00:00,86,0.0,0.0,1.0,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-11 12:00:00+00:00,2022-02-15 03:00:00+00:00,88,0.0,0.0,0.4,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-19 03:00:00+00:00,2022-02-21 07:00:00+00:00,53,0.0,0.0,0.4,4.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-23 10:00:00+00:00,2022-02-25 00:00:00+00:00,39,0.0,0.0,0.2,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-02-26 16:00:00+00:00,2022-03-15 14:00:00+00:00,407,0.0,0.0,0.1,0.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-03-16 01:00:00+00:00,2022-03-30 15:00:00+00:00,351,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-04-03 21:00:00+00:00,2022-04-05 06:00:00+00:00,34,0.0,0.0,0.1,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-04-10 13:00:00+00:00,2022-04-15 03:00:00+00:00,111,0.0,0.0,0.2,1.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-04-15 10:00:00+00:00,2022-04-24 11:00:00+00:00,218,0.0,0.0,1.3,0.7,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-04-27 05:00:00+00:00,2022-04-30 09:00:00+00:00,77,0.0,0.0,0.3,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-01 09:00:00+00:00,2022-05-02 15:00:00+00:00,31,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-08 21:00:00+00:00,2022-05-12 22:00:00+00:00,98,0.0,0.0,0.6,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-14 02:00:00+00:00,2022-05-16 03:00:00+00:00,50,0.0,0.0,0.3,0.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-17 00:00:00+00:00,2022-05-19 19:00:00+00:00,68,0.0,0.0,0.1,6.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-21 07:00:00+00:00,2022-05-22 17:00:00+00:00,35,0.0,0.0,2.0,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-25 11:00:00+00:00,2022-05-27 21:00:00+00:00,59,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-28 09:00:00+00:00,2022-05-29 12:00:00+00:00,28,0.0,0.0,0.8,0.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-05-30 15:00:00+00:00,2022-05-31 14:00:00+00:00,24,0.0,0.0,0.1,0.6,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-02 06:00:00+00:00,2022-06-03 15:00:00+00:00,34,0.0,0.0,0.1,4.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-04 04:00:00+00:00,2022-06-05 14:00:00+00:00,35,0.0,0.0,0.1,3.9,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-05 19:00:00+00:00,2022-06-06 20:00:00+00:00,26,0.0,0.0,0.1,0.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-07 13:00:00+00:00,2022-06-08 17:00:00+00:00,29,0.0,0.0,0.8,1.5,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-10 07:00:00+00:00,2022-06-13 01:00:00+00:00,67,0.0,0.0,0.1,1.2,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-13 14:00:00+00:00,2022-06-15 17:00:00+00:00,52,0.0,0.0,0.1,,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-20 10:00:00+00:00,2022-06-21 21:00:00+00:00,36,0.0,0.0,,1.1,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-22 19:00:00+00:00,2022-06-23 21:00:00+00:00,27,0.0,0.0,2.5,0.3,plausible_physical_zero_not_rejected
rain_lenggries,frozen,2022-06-25 02:00:00+00:00,2022-06-26 10:00:00+00:00,33,0.0,0.0,0.1,0.1,plausible_physical_zero_not_rejected
